text,sentiment
@usuario  emoji cara revolviéndose de la risa emoji  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara llorando de risa emoji,NEU
@usuario  emoji cara revolviéndose de la risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara revolviéndose de la risa emoji,NEU
@usuario  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji,NEU
@usuario Don Enrique!!!  Abrazote  emoji cara con manos abrazando emoji  emoji cara con manos abrazando emoji,NEU
@usuario Maldita pobreza  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,NEG
@usuario  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji   url,NEU
@usuario  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,NEU
@usuario Le apestan las patas  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,NEG
@usuario  emoji cara sonriendo con los ojos cerrados emoji  emoji cara sonriendo con los ojos cerrados emoji,NEU
@usuario  url,NEU
@usuario Tas de buenas  emoji cara llorando de risa emoji,NEU
@usuario  emoji cara revolviéndose de la risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara revolviéndose de la risa emoji,NEU
@usuario  emoji cara revolviéndose de la risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara revolviéndose de la risa emoji,NEU
@usuario  emoji cara revolviéndose de la risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara revolviéndose de la risa emoji,NEU
@usuario  url,NEU
@usuario  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji,NEU
@usuario  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,NEU
@usuario Aquí en Puebla los machitos son otra parte,NEG
@usuario  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,NEU
@usuario  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,NEU
@usuario O de machito  emoji cara revolviéndose de la risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara revolviéndose de la risa emoji,NEU
@usuario  emoji cara sonriendo con los ojos cerrados emoji  emoji cara sonriendo con los ojos cerrados emoji,NEU
@usuario Saludos Pedro,POS
emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji   url,NEU
@usuario  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji   url,NEU
@usuario @usuario  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,NEU
@usuario Ya mejor se calló  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,NEU
@usuario @usuario @usuario Jjaja mira nomas  emoji cara llorando de risa emoji,NEU
@usuario @usuario  url,NEU
@usuario @usuario Y si,NEU
@usuario  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,NEU
@usuario Se pueden las 3?,NEU
@usuario @usuario No has visto el tuit sobre la ortografía y los psicópatas? Creo este men nos gana  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,NEG
@usuario  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,NEU
@usuario  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,NEU
@usuario  url,NEU
@usuario  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,NEU
@usuario  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,NEU
"@usuario @usuario @usuario @usuario Lo mejor, que ni sé quien es  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji   url",NEU
@usuario @usuario @usuario  url,NEU
"@usuario @usuario @usuario Ya sabes, largate cuando quieras que aquí te estamos extrañando  url",NEG
@usuario @usuario Jjaja,NEU
@usuario @usuario  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,NEU
@usuario @usuario  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,NEU
@usuario @usuario  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,NEU
@usuario Que gusto leerte!,POS
@usuario  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,NEU
@usuario Y puedo asegurar que te gusta,POS
@usuario  emoji cara revolviéndose de la risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara revolviéndose de la risa emoji  Ya conoces mi forma de apreciarte  emoji cara con manos abrazando emoji  emoji cara con manos abrazando emoji,NEU
"@usuario @usuario Imagina el nivel de aprecio que le tiene gente que pudiendo evitarlo, se lo permitieron  Se nota que la aprecian  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji",NEU
@usuario We!!! Te extrañé un friego  emoji cara con ceja alzada emoji  emoji cara con ceja alzada emoji   url,NEG
@usuario  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,NEU
@usuario Tipico de su especie: etiquetar y creer que tiene la verdad absoluta. Me da lástima tanta amargura. Sea feliz. aifaorgullo mexicano,NEG
"@usuario Su opinión no me interesa. La opinión de los cientos de mexicanos que estuvimos presentes en la inauguración es la importante y los comentarios fueron muy positivos. Descalificar esta obra sólo refleja su falta de objetividad. ""No, pues WOW"" es de niños. Más seriedad por favor.",NEG
@usuario @usuario @usuario  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,NEU
@usuario Gracias,POS
@usuario Miserables,NEU
@usuario Ojalá  emoji cara guiñando el ojo emoji   url,NEU
"Ahora resulta que los ""artistas"" pseudo-ambientalistas están protestando a nado sincronizado por la ""destrucción"" de la selva !!  El coraje y ardor es por la cancelación de sus fideicomisos  emoji cara con lengua de dinero emoji  emoji cara con lengua de dinero emoji  no sean hipócritas ! tren maya va xqva",NEG
@usuario @usuario  url,NEU
"@usuario @usuario Ni siquiera pueden ir a verlo, sólo repiten como pericos lo que dice Lord Montajes y el payaso.",NEG
@usuario @usuario Lo necesario  emoji cara sonriendo con ojos grandes emoji  emoji cara sonriendo con ojos grandes emoji,NEU
@usuario Igualmente. Desde Chihuahua un abrazo fraterno.,NEG
@usuario @usuario Muchas gracias amigo,POS
@usuario  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji   url,NEU
@usuario  url,NEU
@usuario  url,NEU
@usuario @usuario Afirmo,NEU
@usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario Saludos hermosa  @usuario  emoji cara sonriendo con corazones emoji,POS
Justo para mi cumpleaños. En julio estaremos de fiesta: el 2 la refineria  y el 6 my birthday,NEU
@usuario @usuario Saludos amigo,POS
@usuario @usuario Igualmente,POS
@usuario @usuario  emoji cara guiñando el ojo emoji  emoji pulgar hacia arriba emoji,NEU
"""La historia es la maestra de la vida, si no sabemos de dónde venimos, difícilmente  vamos a saber a donde vamos"": @usuario  url",NEG
@usuario @usuario Bueno fuera ! Yo orgullosa acepto  emoji bandera méxico emoji   url,NEU
@usuario @usuario @usuario Me dan pena en serio. Porque tanta envidia ? Les mando mis vibras positivas  url,NEG
"@usuario @usuario Y no es azulejo, es mármol.  url",NEG
"@usuario @usuario Si usted piensa que es montaje, pues lamento decirle que se equivoca. Tuve la satisfacción de estar presente. Saludos.  url",NEU
@usuario @usuario Listo amigo  emoji pulgar hacia arriba emoji,NEU
@usuario @usuario Creo que en junio o julio.,NEU
@usuario Sip  emoji cara sonriendo con ojos grandes emoji  emoji cara sonriendo con ojos grandes emoji,NEU
@usuario @usuario @usuario Soy militar pero sólo en mi casa  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,NEU
@usuario @usuario Soy abogada  y fui exclusivamente a la inauguración del AIFA,NEU
@usuario @usuario  url,NEU
@usuario @usuario Soy abogada  emoji pulgar hacia arriba emoji,NEU
@usuario @usuario En uber desde el AICM fueron 40 minutos considerando que era día inhábil y costo 450. Todo resultó excelente gracias a Dios  emoji bandera méxico emoji   url,POS
@usuario @usuario Gracias,POS
"Con mi amigo @usuario en la inauguración del majestuoso AIFA, una obra emblemática de la 4T. aeropuerto felipe angeles  url",POS
Inauguración del AIFA es un honor estar con obrador  url,POS
Inauguración del AIFA es un honor estar con obrador  url,POS
@usuario @usuario  url,NEU
@usuario @usuario es un honor estar con obrador  url,POS
@usuario @usuario @usuario Voy a subir foto de todos los ángulos del AIFA  url,NEU
@usuario @usuario Es hermoso !  url,POS
@usuario @usuario Ya casi  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji   url,NEU
@usuario @usuario Muchas gracias. Bonita noche  emoji cara guiñando el ojo emoji,POS
Lo prometido es deuda. Estuvimos en la inauguración del AIFA. Una obra monumental de la 4T. Gracias querido Presidente @usuario por cumplir sus promesas.  url,POS
@usuario @usuario Tranquilo Sebastián. En un rato subo videos y fotos del AIFA para confirmar o desacreditar tus comentarios. Respira profundo y relájate. Namaste.,NEU
@usuario Yo también  emoji bandera méxico emoji,NEU
@usuario @usuario @usuario @usuario Duro y directo a la cara  emoji puño cerrado emoji  emoji puño cerrado emoji,NEG
"@usuario Que lamentable que ahora que los recursos del erario se destinan a obras (no costosas, no ostentosas, muy austeras si gusta)  algunos mexicanos las critiquen y las descalifiquen. Eso sólo demuestra su miseria interior.",NEG
@usuario Saludos desde el AIFA  emoji bandera méxico emoji,NEU
El primer vuelo del AIFA. Será un día histórico para México. Una obra emblemática de la 4T. Muchas felicidades a nuestro querido Presidente Andrés Manuel López Obrador por cumplir sus promesas. Por eso lo AMLO  es un honor estar con obrador,POS
@usuario @usuario es un honor estar con obrador,POS
@usuario @usuario Saludos,POS
@usuario Exacto,NEU
@usuario Disculpa pero vamos justos. Lo lamento  emoji cara con ojos en blanco emoji,NEU
@usuario En el AIFA  emoji pulgar hacia arriba emoji,NEU
@usuario Si claro  emoji cara sonriendo con ojos grandes emoji,NEU
@usuario Lista  emoji pulgar hacia arriba emoji,NEU
@usuario Listo  emoji pulgar hacia arriba emoji,NEU
@usuario @usuario Excelente,POS
@usuario Ohh felicidades  emoji manos aplaudiendo emoji  emoji manos aplaudiendo emoji,POS
@usuario Saludos,NEU
@usuario Claro. Saludos,POS
@usuario Excelente. Allá nos vemos  emoji cara sonriendo con ojos grandes emoji,POS
@usuario Saludos,NEU
@usuario Los dos  emoji cara sonriendo con ojos grandes emoji  emoji cara sonriendo con ojos grandes emoji,NEU
@usuario Claro. Saludos,POS
@usuario Por supuesto allá nos vemos  emoji cara sonriendo con ojos grandes emoji,POS
@usuario Gracias  emoji cara sonriendo con ojos grandes emoji,POS
@usuario Saludos,NEU
@usuario Claro. Saludos,POS
@usuario Que te sea leve amigo  emoji cara sonriendo ligeramente emoji,NEU
@usuario Excelente,POS
@usuario  emoji cara con mano sobre la boca emoji  emoji cara con mano sobre la boca emoji  emoji cara con mano sobre la boca emoji,NEU
@usuario Excelente,POS
@usuario Muchas gracias Jorge,POS
@usuario Excelente,POS
@usuario @usuario  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,NEU
@usuario Te sigo  emoji pulgar hacia arriba emoji,NEU
@usuario Excelente domingo  emoji cara sonriendo ligeramente emoji,NEU
@usuario @usuario  emoji pulgar hacia arriba emoji  emoji cara guiñando el ojo emoji,NEU
@usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara revolviéndose de la risa emoji   url,NEU
"@usuario @usuario @usuario @usuario @usuario @usuario @usuario Ah caray, ya hay un aeropuerto  ""Felipe Calderon""  ?? Este compa anda más pacheco que el FeCal  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji",NEU
@usuario Muchas gracias. Bonita noche  emoji cara guiñando el ojo emoji,POS
@usuario  emoji cara sonriendo con ojos de corazón emoji,POS
@usuario Claro que si  emoji pulgar hacia arriba emoji,NEU
@usuario @usuario  emoji cara sonriendo con ojos de corazón emoji,NEU
@usuario @usuario Con el de mi querido Presidente. Es el único que necesito  emoji pulgar hacia arriba emoji,POS
@usuario Ohhh nooo  emoji cara con ojos en blanco emoji,NEG
@usuario Excelente  emoji pulgar hacia arriba emoji,POS
@usuario La intención es la que cuenta. Bonita noche.,POS
@usuario  emoji cara sonriendo con ojos de corazón emoji,POS
"@usuario La fachiza siempre critica. Yo como dijo Cervantes en su libro El Quijote: Dejad que los perros ladren, es señal que avanzamos  emoji pulgar hacia arriba emoji",NEU
@usuario Excelente  emoji pulgar hacia arriba emoji,POS
@usuario Excelente  emoji pulgar hacia arriba emoji,POS
@usuario  emoji cara guiñando el ojo emoji,NEU
@usuario Gracias  emoji cara guiñando el ojo emoji,POS
@usuario Yo vuelo desde Chihuahua  emoji cara guiñando el ojo emoji,NEU
@usuario Excelente. Bonita noche  emoji cara guiñando el ojo emoji,POS
"Estoy tan feliz, voy a la inauguración del AIFA. Quien me acompaña ?  url",POS
"@usuario @usuario Habemus aeropuerto,  habemus Presidente",NEU
"Ya lo dijo mi querido Presidente, el salario no se toca y punto. Por eso lo AMLO",NEU
Para que el mundo entero conozca la verdad !!,NEU
"Muy emocionada por la inauguración del nuevo AIFA el próximo lunes 21 de marzo. Una obra emblemática de la 4T y de nuestro orgullo de Presidente, por eso lo AMLO  @usuario  url",POS
"@usuario Se las iba a mochar a Samuel, pero nunca esperó que los puestos se invirtieran  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji   url",NEU
"@usuario Que aplique su promesa en su persona, que pregone con el ejemplo  emoji cara guiñando el ojo emoji",NEU
@usuario @usuario De acuerdo  emoji cara radiante con ojos sonrientes emoji  emoji cara radiante con ojos sonrientes emoji  emoji cara radiante con ojos sonrientes emoji ... bueno la mochada de mano es hipotéticamente hablando  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,NEU
@usuario Saludos Pedro  emoji cara guiñando el ojo emoji,NEU
"@usuario Exacto. Pero ellos son los alcaldes, quién se atreverá a descontarles el día  ?",NEG
"@usuario Están acostumbrados a vivir del Gobierno, esos prianistas desesperados porque están perdiendo sus privilegios.",NEG
"@usuario describes una serie de actividades que no son un mérito, son OBLIGACIONES DEL INE dónde tú eres solo un empleado. Acaso quieres un aplauso ?  Que cínico !!  url",NEG
Los hipócritas alcaldes prianistas que apoyan a Sandra Cuevas en sus horas de labores. Que el pueblo se friegue pagándoles su salario mientras ellos arman su mitote. Zánganos !!!  url,NEG
"@usuario esas actividades que mencionas, no son méritos, son  OBLIGACIONES del INE donde tú eres empleado. Al mencionarlas pretendes  que te aplaudan ???",NEG
@usuario @usuario Enumera una serie de actividades. No son méritos. Son sus obligaciones. Así o mas claro ??,NEU
@usuario @usuario @usuario  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji   url,NEU
"@usuario @usuario Lamentablemente así es, pero ya se está sintiendo la falta de empatía de este gobierno clasista y racista.",NEG
@usuario Afirmo,NEU
@usuario Exacto  emoji pulgar hacia arriba emoji,NEU
@usuario Claro. Se sirvió del poderío económico del Estado para lograr su objetivo.,NEU
@usuario @usuario @usuario Parásitos  emoji puño cerrado emoji,NEG
La vinculación a proceso de Sandra Cuevas me recuerda a una alcaldesa de Chihuahua que con todo y vinculación se sentó en la silla gubernamental y como por arte de magia desaparecieron pruebas y testigos que fueron fundamentales para la vinculación. Esto apesta !,NEG
"Excelente noticia. Mi paisana la diputada más joven de MORENA, Andrea Chávez informa que iniciarán juicio político contra @usuario y @usuario. Ya basta de los atropellos a la democracia de estos parásitos  emoji puño cerrado emoji  emoji puño cerrado emoji   url",NEG
Deja que tus sueños se conviertan en tus alas  emoji trébol de cuatro hojas emoji   url,NEU
@usuario Las dos  emoji cara sonriendo con ojos sonrientes emoji  emoji cara sonriendo con ojos sonrientes emoji  emoji cara sonriendo con ojos sonrientes emoji,NEU
@usuario @usuario Buenas noches  emoji cara guiñando el ojo emoji,POS
@usuario Buenas noches,POS
@usuario Igualmente. Te sigo  emoji pulgar hacia arriba emoji,NEU
@usuario Buenas noches  emoji cara guiñando el ojo emoji,NEU
@usuario @usuario Buenas noches  emoji cara guiñando el ojo emoji,POS
@usuario Buenas noches,POS
@usuario  emoji cara sonriendo con ojos de corazón emoji  emoji cara sonriendo con ojos de corazón emoji,NEU
@usuario Buenas noches  emoji cara guiñando el ojo emoji,NEU
@usuario Igualmente  emoji cara guiñando el ojo emoji,POS
@usuario Así es. Saludos  emoji cara guiñando el ojo emoji,NEU
@usuario Buenas noches,POS
@usuario FELIZ CUMPLEAÑOS  emoji bola de confeti emoji  emoji cañón de confeti emoji,NEU
"Silvano Aureoles desvió 300 mdp del gobierno de Michoacán para entregarlos a empresas de Roberto Madrazo, quien financia a Latinus, donde ""trabajan"" los sicarios de la información Loret y Brozo, que reciben jugosas sumas de dinero por difamar al gobierno de AMLO !! Esto apesta !  url",NEG
@usuario Igualmente. Saludos  emoji cara guiñando el ojo emoji,NEU
Y todavía creen en este par de jumentos ??,NEG
@usuario Gracias.  Te sigo  emoji cara guiñando el ojo emoji,POS
@usuario Saludos  emoji cara sonriendo ligeramente emoji,NEU
@usuario Excelente dia  emoji cara sonriendo ligeramente emoji,NEU
@usuario Excelente dia  emoji cara sonriendo ligeramente emoji,NEU
@usuario Igualmente Rogelio  emoji cara sonriendo ligeramente emoji,NEU
@usuario Que hermoso paisaje  emoji cara sonriendo ligeramente emoji,NEU
@usuario Siempre apoyando a AMLO porque es el único Presidente que ha visto por los más desprotegidos. Primero los de abajo es un honor luchar con obrador,POS
@usuario Buenas tardes  emoji cara guiñando el ojo emoji,NEU
@usuario @usuario Esos mezquinos y farsantes  sicarios de la información a modo.,NEG
@usuario Excelente dia  emoji cara guiñando el ojo emoji,NEU
@usuario Te sigo. Excelente martes  emoji cara guiñando el ojo emoji,POS
@usuario Muchas gracias e igualmente. Excelente martes  emoji cara guiñando el ojo emoji,POS
"Pregunta seria: ahora que detuvieron a El Bronco por desvío de recursos, le van a ""mochar"" las manos como él propuso a quien robara ?  url",NEG
@usuario Completamente  emoji puño cerrado emoji,NEU
"Para que le siga ardiendo a la derecha, conservadores y neoliberales. Ahora se nos trata con dignidad porque tenemos un gran Presidente. es un honor estar con obrador  url",POS
@usuario Gracias.  Excelente martes  emoji cara guiñando el ojo emoji,POS
@usuario Gracias ! Excelente dia  emoji cara guiñando el ojo emoji,POS
@usuario Saludos  emoji cara guiñando el ojo emoji,NEU
@usuario Excelente martes  emoji cara guiñando el ojo emoji,NEU
emoji cara gritando de miedo emoji  emoji cara sonriendo con sudor frío emoji  ¡Fecha límite: 28 de marzo!  Postula por una de las becas 1000 talentos para el desarrollo digital de ALyC. tics    emoji teléfono móvil emoji  emoji teclado emoji Prepárate para los desafíos de la era de la información. Consulta toda la información en  url @usuario @usuario  url,NEU
En expocomer el stand de la embajada promociona las plataformas @usuario y @usuario de la @usuario para apoyar la internacionalización de las MiPyMES  emoji bandera méxico emoji  emoji bandera panamá emoji  emoji globo terráqueo mostrando américa emoji  @usuario @usuario @usuario @usuario  url,NEU
"Visita del presidente municipal de taxco, @usuario, y la delegación de empresarios mexicanos al pabellón de México en expocomer2022  url",POS
"@usuario En la inauguración del pabellón de méxico en expocomer2022 participaron @usuario, presidente de la @usuario, representantes de @usuario, autoridades de Panamá, así como empresarios mexicanos y panameños  emoji bandera méxico emoji  emoji apretón de manos emoji  emoji bandera panamá emoji   url",NEU
"Con el Atlas prospectivo, México logra atraer inversiones extranjeras por medio de estrategias novedosas  emoji billete de dólar emoji  emoji banco emoji  expo comer2022 @usuario  url",NEU
El Encargado de Negocios y personal de la Embajada de México en @usuario reciben a los representantes de la empresa de telecomunicaciones huawei  expo comer2022  emoji bandera méxico emoji  emoji apretón de manos emoji  emoji bandera panamá emoji   url,NEU
"La canciller @usuario visitó el stand de México en expo comer2022, en el que se promueve el comercio y los negocios entre  emoji bandera méxico emoji  y  emoji bandera panamá emoji  @usuario  url",NEU
emoji bandera francia emoji  emoji baguete emoji Sigue todas las actividades de la francofonía2022 en la sede de la @usuario. México estará presente con una función de cine el 28 de marzo y en el mercadito francófono el 2 de abril  emoji manos levantadas celebrando tono de piel medio emoji  emoji cara sonriendo con ojos sonrientes emoji   url,NEU
"emoji chef tono de piel medio emoji Este sábado te esperamos en la feria gastronómica ""Sabores solidarios: luz para la educación"". En el parque Andrés Bello a partir de las 3:00pm. ¡La @usuario invita!  emoji libros emoji  emoji microscopio emoji",NEU
México estará presente en la 11a. edición del @usuario con la obra tijuana. El jueves 7 de abril a las 7:30pm en el Teatro Nacional. Consigue tus entradas en  url  url  fae22 faepanamá teatro en panamá  url,NEU
"emoji luces de policía emoji  emoji círculo rojo grande emoji ¡Tienes hasta el 28 de marzo!  emoji círculo rojo grande emoji  emoji luces de policía emoji    emoji profesional de la tecnología tono de piel medio emoji  emoji ordenador de sobremesa emoji  Si te desarrollas en el campo de las tics, participa por una de las becas de #1,000Talentos y prepárate para los desafíos de la era de la información. Consulta toda la información en  url @usuario  @usuario  url",NEU
"emoji tenedor y cuchillo emoji La Asociación Diplomática de panamá invita a la feria gastronómica ""Sabores solidarios: luz para la educación"" que se llevará a cabo el 26 de marzo a partir de las 3pm en el Parque Andrés Bello. La @usuario participará con rica comida mexicana  emoji cara saboreando comida emoji  emoji cara babeando emoji   url",NEU
"Agradecemos a las autoridades del MIRE, la alcaldía de Panamá, junta comunal de Bellavista, cuerpo diplomático, SENAN e invitados especiales por su participación en esta ceremonia 21 de marzo  url",NEU
Hoy en el parque Benito Juárez en Panamá llevamos a cabo la ceremonia cívica en conmemoración del 216 aniversario del natalicio de don Benito Juárez García. 21 de marzo  url,POS
emoji flecha hacia la derecha emoji Recuerda que la fecha límite es el 28 de marzo.  🙋 emoji tono de piel medio emoji ‍No dejes pasar esta oportunidad y prepárate para los desafíos de la sociedad de la información emoji ordenador de sobremesa emoji  emoji teléfono móvil emoji  1000 talentos @usuario @usuario,NEU
"Conoce todas las actividades de la francofonía2022. La @usuario participará con la proyección de la película ""El sueño del Mara'Akame"" el 28 de marzo a las 8:00pm y en el mercadito francófono el 2 de abril. ¡Te esperamos!   emoji flecha hacia la derecha emoji  url  emoji flecha hacia la derecha emoji @usuario  url",NEU
"emoji antena de satélite emoji  emoji ordenador de sobremesa emoji En la 2a edición del programa 1000 talentos podrás especializarte en tics. Conoce los requisitos en  url   La @usuario, @usuario y @usuario  te invitan a participar. Prepárate para el futuro de la sociedad de la información emoji profesional de la tecnología tono de piel medio emoji  emoji cara guiñando el ojo emoji  bigdata cloud computing  url",NEU
"Compartimos esta cita de la premio Nobel de la Paz 2003, la abogada iraní Shirin Ebadi. Te invitamos a reflexionar sobre su pensamiento🙋 emoji tono de piel medio emoji ‍ emoji puño en alto tono de piel medio emoji  emoji mujeres de la mano tono de piel medio emoji  dia internacional de la mujer 8 m  url",NEU
emoji corazón morado emoji  emoji círculo morado emoji  emoji corazón morado emoji El violeta es un símbolo de lucha por la igualdad de género dia internacional de la mujer 8 m  emoji puño en alto tono de piel medio emoji   url,NEU
"emoji luces de policía emoji  emoji círculo rojo grande emoji ¡ES HOY! emoji círculo rojo grande emoji  emoji luces de policía emoji    Si eres de aguascalientes, durango, oaxaca o tamaulipas, hoy es el último día para registrarte y poder votar por la gubernatura estatal.  emoji urna con papeleta emoji  emoji 9 en punto emoji   Regístrate ya en  url  elecciones2022 mx voto extranjero @usuario 🙋 emoji tono de piel medio emoji ‍  url",NEU
"emoji círculo rojo grande emoji  emoji luces de policía emoji Si eres originari@usuario de aguascalientes, durango, oaxaca o tamaulipas, recuerda que HOY concluye el plazo para registrarte y votar desde el extranjero en las elecciones a la gubernatura. Encuentra toda la información en  url  emoji urna con papeleta emoji  emoji marca de verificación emoji  @usuario @usuario",NEU
"Si todas las mujeres se ausentaran solo por un día, el impacto a la economía y la productividad sería mayúsculo mexicana en el exterior mujere sre dia internacional de la mujer 8 m  url",NEG
El 8 m conmemoramos a todas las mujeres que alzaron la voz por nuestros derechos y reflexionamos sobre las desigualdades que aún viven mujeres y niñas.  mexicana en el exterior mujere sre dia internacional de la mujer  url,NEU
"El 8 m no se festeja, se conmemora la lucha de las mujeres por la Igualdad, la justicia, la paz, el desarrollo y el bienestar dia internacional de la mujer 8 m2022  url",NEU
La @usuario refrenda su compromiso de seguir trabajando en favor de las mujeres y niñas y desea reconocer las grandes contribuciones de las mujeres que forman parte del equipo de esta Representación. @usuario mexicana en el exterior mujere sre 8 m dia internacional de la mujer    url,POS
Este 8 m a la 1pm (hora de  emoji bandera panamá emoji ) te invitamos al webinar Género y migración: buenas prácticas en la diplomacia mexicana para el acceso a derechos de las mujeres en el exterior. Síguelo en  url @usuario mexicana en el exterior mujer sre @usuario 🙋 emoji tono de piel medio emoji ‍  url,NEU
"A partir de hoy, conoce inamovible melancolía de la artista mexicana soledad violeta   Colección de collages que muestran la fragmentación del cuerpo y sus posibilidades expresivas. Disponible en  url @usuario  8 m dia internacional de la mujer  url",NEU
"Conoce cómo se han creado colectivas y/o lazos de apoyo en los sets, rodajes, festivales, cineclubes y qué acciones son necesarias para erradicarlas y poder tener espacios libres de violencia en la industria audiovisual resistenciasfílmicas @usuario @usuario",NEU
"emoji puño en alto tono de piel medio emoji En conmemoración del 8 m, podrás ver la serie documental ""Resistencias Fílmicas"" en el sitio  url.  Conoce cómo mujeres y personas disidentes sexuales que pertenecen a la industria audiovisual definen las violencias de género y cómo la han enfrentado (1/2)  url",NEU
"emoji bandera méxico emoji  emoji apretón de manos emoji  emoji bandera panamá emoji  La @usuario, @usuario y la @usuario  invitan a todas las mujeres que busquen desarrollarse en el campo de las tics a participar por una de las 1000 becas del programa 1000 talentos  emoji móvil con una flecha emoji  emoji cara guiñando el ojo emoji  emoji profesional de la tecnología tono de piel medio emoji   Consulta toda la información en  url. ¡Hasta el 28 de marzo!  url",NEU
"@usuario @usuario Su inche hilo interminable con mil excusas, para justificar que es un cobarde",NEG
@usuario Listo Rubí  emoji cara guiñando el ojo emoji,NEU
@usuario Listo!! Mil gracias  emoji cara guiñando el ojo emoji,POS
"Me faltan muchos por regresar el follow, por favor díganme quienes son para seguirlos yo también Lindo día a todos",NEU
"@usuario @usuario @usuario Exacto!! Pero el loco es experto en manipulación, no debemos caer en su juego",NEG
@usuario @usuario Así es,POS
"El presidente lleva 3 días seguidos hablando de las tlayudas, pero no dice nada de su aeropuerto que no funciona, es una obra inconclusa, sin vialidades, sin vuelos Pero para él, el tema son las tlayudas",NEG
"@usuario ""Estoy concentrada en salud y cuidando de los niños"" Esos mismos niños a que han muerto por falta de medicamentos les llamaste daño colateral y a sus padres les pediste pruebas del desabasto. Representas a la perfección la negligencia criminal y lo miserable de éste gobierno",NEG
Jjaja buen punto,POS
@usuario Seguida!!,POS
"@usuario ¿Urge un subsidio? No señor, lo que urgen son medicamentos Si el aeropuerto fuera minimamente funcional no necesitaría estar rogando por subsidios Bastante caro ya costó el capricho de un loco Sea serio señor",NEG
@usuario Además!,POS
"@usuario Una disculpa por no cumplir con tus expectativas de rapidez, lo hago en la medida que me es posible. Te dejo un screen de mi cuenta anterior, donde era justo al revés Ten un lindo día  url",NEU
@usuario @usuario Listo!!,NEU
